id,title,artist,date,score,link
1341,Everybody Looking,Gucci Mane,2016-07-26,6.0,https://www.youtube.com/watch?v=5IPI4P2IRmA
1344,Negus,Kemba,2016-07-29,7.0,https://www.youtube.com/watch?v=vv9_gySpshg
1345,Major Key,DJ Khaled,2016-08-02,6.0,https://www.youtube.com/watch?v=EU1PzBC1LMY
1346,Body War,Show Me The Body,2016-08-04,8.0,https://www.youtube.com/watch?v=2QSAf3CP7Mo
1347,Rain Temple,2 8 1 4,2016-08-05,6.0,https://www.youtube.com/watch?v=Trb2KK-Ui7c
1348,Hypercaffium Spazzinate,Descendents,2016-08-08,5.0,https://www.youtube.com/watch?v=_OkqJVoI3fo
1349,Dungeon Bastards,Ghoul,2016-08-09,7.0,https://www.youtube.com/watch?v=Htt3TnkMwPY
1352,P3,PartyNextDoor,2016-08-17,4.0,https://www.youtube.com/watch?v=xmGcoPn08jg
1353,Sremmlife 2,Rae Sremmurd,2016-08-18,6.0,https://www.youtube.com/watch?v=dYPX3Y0XriU
1354,A Weird Exits,Thee Oh Sees,2016-08-19,8.0,https://www.youtube.com/watch?v=uIooSLzxH-8
1355,Blonde,Frank Ocean,2016-08-23,8.0,https://www.youtube.com/watch?v=iKvC10hmVnU
1356,Amnesty (I),Crystal Castles,2016-08-24,4.0,https://www.youtube.com/watch?v=EmAp9HUWu_0
1357,The Bible 2,AJJ,2016-08-25,5.0,https://www.youtube.com/watch?v=eLfbvBCavtM
1360,Honor Killed the Samurai,Ka,2016-08-29,8.0,https://www.youtube.com/watch?v=dnkjfA3anDk
1361,Emotion: Side B,Carly Rae Jepsen,2016-08-31,8.0,https://www.youtube.com/watch?v=TtqyDOj5Js4
1362,Prima Donna,Vince Staples,2016-09-02,7.0,https://www.youtube.com/watch?v=MdGbp6dtNhY
1363,Birds In the Trap Sing McKnight,Travis Scott,2016-09-07,3.0,https://www.youtube.com/watch?v=f8oMW4yqh_o
1364,My Woman,Angel Olsen,2016-09-08,8.0,https://www.youtube.com/watch?v=iAfxeKWphdg
1365,Innocence Reaches,of Montreal,2016-09-08,5.0,https://www.youtube.com/watch?v=XkUtee1lF3I
1366,The Sun's Tirade,Isaiah Rashad,2016-09-09,6.0,https://www.youtube.com/watch?v=DY_SrcWzRak
1367,How To Be A Human Being,Glass Animals,2016-09-12,6.0,https://www.youtube.com/watch?v=fWxQJiyLK1k
1368,Splendor & Misery,clipping.,2016-09-14,8.0,https://www.youtube.com/watch?v=J_LvLhFq2IU
1371,A.I.M.,M.I.A.,2016-09-16,4.0,https://www.youtube.com/watch?v=vlls8lQNgi4
1372,Skeleton Tree,Nick Cave & The Bad Seeds,2016-09-19,8.0,https://www.youtube.com/watch?v=Vz2YokGxlT4
1373,The Divine Feminine,Mac Miller,2016-09-20,4.0,https://www.youtube.com/watch?v=vDzb4npeozE
1374,End Position,Street Sects,2016-09-21,8.0,https://www.youtube.com/watch?v=PyLi_BCFYsI
1376,Stage Four,Touché Amoré,2016-09-22,8.0,https://www.youtube.com/watch?v=RYWCHEJV_CI
1377,Preoccupations,Preoccupations,2016-09-23,8.0,https://www.youtube.com/watch?v=L-ZQEUZxtZM
1378,Schmilco,Wilco,2016-09-26,6.0,https://www.youtube.com/watch?v=1qGj_m4V3Ms
1379,The Healing Component,Mick Jenkins,2016-09-28,5.0,https://www.youtube.com/watch?v=cmfv7f-0Mbk
1380,Fires Within Fires,Neurosis,2016-09-29,8.0,https://www.youtube.com/watch?v=arcOA1XQZMU
1381,Atrocity Exhibition,Danny Brown,2016-09-30,9.0,https://www.youtube.com/watch?v=yrmgkbBSTKE
1382,"22, A Million",Bon Iver,2016-10-04,5.0,https://www.youtube.com/watch?v=BjLa2rN4AzA
1383,Sirens,Nicolas Jaar,2016-10-05,6.0,https://www.youtube.com/watch?v=P8yjUYbfRb8
1384,Remember Us To Life,Regina Spektor,2016-10-06,8.0,https://www.youtube.com/watch?v=vdmzHJ8QsJs
1385,The Altar,Banks,2016-10-10,5.0,https://www.youtube.com/watch?v=ti-uAwBKP90
1387,Rheia,Oathbreaker,2016-10-12,4.0,https://www.youtube.com/watch?v=8yVjQqOESzI
1388,A Seat At The Table,Solange,2016-10-12,8.0,https://www.youtube.com/watch?v=pB85HT19h4w
1389,Revolution Radio,Green Day,2016-10-14,3.0,https://www.youtube.com/watch?v=w159jTHrzt4
1390,Yes Lawd!,NxWorries,2016-10-17,7.0,https://www.youtube.com/watch?v=mef_vPjiRU4
1391,Self-Titled (LP2),American Football,2016-10-19,5.0,https://www.youtube.com/watch?v=uw4Ikdcjpgg
1392,Worry,Jeff Rosenstock,2016-10-20,8.0,https://www.youtube.com/watch?v=wqBQhv6OUMg
1393,Beyond the Fleeting Gales,Crying,2016-10-21,8.0,https://www.youtube.com/watch?v=-hnhEGWxbOY
1394,Dissociation,The Dillinger Escape Plan,2016-10-22,7.0,https://www.youtube.com/watch?v=E6WtycT5NQ8
1395,1992,The Game,2016-10-24,5.0,https://www.youtube.com/watch?v=-0rkRvKZAcM
1396,Joanne,Lady Gaga,2016-10-25,6.0,https://www.youtube.com/watch?v=zebg8WhUU3Y
1397,Ruminations,Conor Oberst,2016-10-26,8.0,https://www.youtube.com/watch?v=kAOw5dpeaus
1398,Big Baby D.R.A.M.,D.R.A.M.,2016-10-27,7.0,https://www.youtube.com/watch?v=bv_MI60ZMUQ
1399,The Serenity of Suffering,Korn,2016-11-01,4.0,https://www.youtube.com/watch?v=sKTSgxz-aKg
1400,Voices,Wormrot,2016-11-07,7.0,https://www.youtube.com/watch?v=YBDMukNKBKg
1401,The Long Dark Blue,Swain,2016-11-08,8.0,https://www.youtube.com/watch?v=7X6qA1k3W7Q
1402,Bonito Generation,Kero Kero Bonito,2016-11-10,8.0,https://www.youtube.com/watch?v=vfMP52k1Dv4
1403,Telling It Like It Is,Marching Church,2016-11-11,7.0,https://www.youtube.com/watch?v=JN5QgkI0RpM
1404,We Got It from Here... Thank You 4 Your Service,A Tribe Called Quest,2016-11-21,9.0,https://www.youtube.com/watch?v=k0vMdRfwFxY
1405,24K Magic,Bruno Mars,2016-11-22,7.0,https://www.youtube.com/watch?v=aqiM-PY4MpI
1406,Woman,Justice,2016-11-23,5.0,https://www.youtube.com/watch?v=U_PyyvgFLLI
1407,Hardwired...To Self-Destruct,Metallica,2016-11-25,6.0,https://www.youtube.com/watch?v=Y7cCytQCaAM
1408,Starboy,The Weeknd,2016-11-28,5.0,https://www.youtube.com/watch?v=9D3xjKDBsyI
1411,A Fistful of Peril,Czarface,2016-11-30,6.0,https://www.youtube.com/watch?v=Yv4z3I-Auww
1412,Jessica Rabbit,Sleigh Bells,2016-12-01,7.0,https://www.youtube.com/watch?v=VvaS80m7L70
1413,All Your Happy Life,The Wytches,2016-12-02,6.0,https://www.youtube.com/watch?v=6qadB8VyBRo
1414,"Awaken, My Love!",Childish Gambino,2016-12-05,7.0,https://www.youtube.com/watch?v=BwC-hYrfKV4
1415,Black America Again,Common,2016-12-07,5.0,https://www.youtube.com/watch?v=9pXNow58ECU
1418,4 Your Eyez Only,J. Cole,2016-12-12,6.0,https://www.youtube.com/watch?v=c_A7jwZypEQ
1419,Do What Thou Wilt.,Ab-Soul,2016-12-13,7.0,https://www.youtube.com/watch?v=W4A0ViBBnrk
1420,Floss,Injury Reserve,2016-12-16,8.0,https://www.youtube.com/watch?v=jGfK-R4rKxY
1421,"Passion, Pain & Demon Slayin'",Kid Cudi,2016-12-29,4.0,https://www.youtube.com/watch?v=IAHgAEpNF5I
1422,Run the Jewels 3,Run The Jewels,2016-12-30,8.0,https://www.youtube.com/watch?v=ktFcXYmy2Fc
1428,Not the Actual Events,Nine Inch Nails,2017-01-09,8.0,https://www.youtube.com/watch?v=avhktqd82tg
1431,Stillness In Wonderland,Little Simz,2017-01-16,5.0,https://www.youtube.com/watch?v=2cx5XI8cjiA
1432,I See You,The xx,2017-01-17,6.0,https://www.youtube.com/watch?v=j2ngzOddzew
1433,Oczy Mlody,The Flaming Lips,2017-01-18,5.0,https://www.youtube.com/watch?v=7jxJ-R8w5ro
1434,Forever,Code Orange,2017-01-19,8.0,https://www.youtube.com/watch?v=m8rY_gfWOsI
1435,Duster's Lament,Yucky Duster,2017-01-20,7.0,https://www.youtube.com/watch?v=s_uW6a9xwmo
1436,Godfather,Wiley,2017-01-23,8.0,https://www.youtube.com/watch?v=dPd6iYPtwCA
1437,Hang,Foxygen,2017-01-24,7.0,https://www.youtube.com/watch?v=Su7lhOHdGEY
1438,Mouth Moods,Neil Cicierega,2017-01-25,9.0,https://www.youtube.com/watch?v=w_jO52l-8ok
1439,A Shadow In Time,William Basinski,2017-01-27,7.0,https://www.youtube.com/watch?v=sj-0ya-ePq0
1440,Culture,Migos,2017-01-31,7.0,https://www.youtube.com/watch?v=WVuO8d3fgOc
1441,Ty Segall,Ty Segall,2017-02-01,6.0,https://www.youtube.com/watch?v=oDEEOvaaBNE
1442,Flick Your Tongue Against Your Teeth and Describe the Present,Bedwetter,2017-02-03,6.0,https://www.youtube.com/watch?v=BDnYIjhaSzc
1443,I Decided,Big Sean,2017-02-06,6.0,https://www.youtube.com/watch?v=jbxpNHEWfao
1444,Crossover Ministry,Iron Reagan,2017-02-09,6.0,https://www.youtube.com/watch?v=jxSVnQed0OY
1445,Process,Sampha,2017-02-10,8.0,https://www.youtube.com/watch?v=ORRDA5YFhcc
1447,DROGAS Light,Lupe Fiasco,2017-02-14,6.0,https://www.youtube.com/watch?v=ZHndE4sxrh4
1448,Memories Are Now,Jesca Hoop,2017-02-15,7.0,https://www.youtube.com/watch?v=mubiVMY-EpM
1449,"Being You Is Great, I Wish I Could Be You More Often",Quelle Chris,2017-02-16,8.0,https://www.youtube.com/watch?v=WcuNF95EUls
1450,Common As Light And Love Are Red Valleys Of Blood,Sun Kil Moon,2017-02-20,9.0,https://www.youtube.com/watch?v=ySP4iNetZqU
1451,Future,Future,2017-02-21,5.0,https://www.youtube.com/watch?v=Jr9jPD4nUBI
1452,Rap Album Two,Jonwayne,2017-02-22,7.0,https://www.youtube.com/watch?v=dvcM8-25H38
1455,Life Will See You Now,Jens Lekman,2017-02-24,6.0,https://www.youtube.com/watch?v=GUerNUwHLS0
1456,Drunk,Thundercat,2017-02-28,6.0,https://www.youtube.com/watch?v=zPMU0w-XaPw
1457,Nightmare Logic,Power Trip,2017-03-01,7.0,https://www.youtube.com/watch?v=9NliOip-0tY
1458,Dirty Projectors,Dirty Projectors,2017-03-02,7.0,https://www.youtube.com/watch?v=8grYlwFrN9o
1459,Flying Microtonal Banana,King Gizzard & the Lizard Wizard,2017-03-03,8.0,https://www.youtube.com/watch?v=i1UVfTixFKw
1460,Forget,Xiu Xiu,2017-03-08,8.0,https://www.youtube.com/watch?v=otyLHbEfRDQ
1461,English Tapas,Sleaford Mods,2017-03-09,6.0,https://www.youtube.com/watch?v=QUGTCKrC-qc
1462,Divide,Ed Sheeran,2017-03-10,4.0,https://www.youtube.com/watch?v=31191e2d0kE
1463,World Eater,Blanck Mass,2017-03-15,7.0,https://www.youtube.com/watch?v=lpA54RhgWEA
1464,Brutalism,Idles,2017-03-16,8.0,https://www.youtube.com/watch?v=yTYsVjeoe-Q
1465,Semper Femina,Laura Marling,2017-03-17,5.0,https://www.youtube.com/watch?v=bHZ10YR3npo
1466,Packs,Your Old Droog,2017-03-21,7.0,https://www.youtube.com/watch?v=iFE1bkuBotk
1467,Rather You Than Me,Rick Ross,2017-03-21,6.0,https://www.youtube.com/watch?v=l3XdmBBO9k4
1468,In Mind,Real Estate,2017-03-23,5.0,https://www.youtube.com/watch?v=X_uhiacU1k4
1469,Hot Thoughts,Spoon,2017-03-24,7.0,https://www.youtube.com/watch?v=VXlghM-qUq0
1470,Conformicide,Havok,2017-03-25,7.0,https://www.youtube.com/watch?v=vhhhIykGjRU
1471,Greatest Hits,Remo Drive,2017-03-27,7.0,https://www.youtube.com/watch?v=qoSOmF_PWw4
1472,A Crow Looked At Me,Mount Eerie,2017-03-29,9.0,https://www.youtube.com/watch?v=NjbWyn-h-Oc
1473,Heartless,Pallbearer,2017-03-30,8.0,https://www.youtube.com/watch?v=B6Pyfe5yrtc
1474,Baile Bucanero,Ondatrópica,2017-03-30,7.0,https://www.youtube.com/watch?v=1GRf65B6-Qw
1475,Uyai,Ibibio Sound Machine,2017-04-01,8.0,https://www.youtube.com/watch?v=JxVBmNpYtYM
1476,At What Cost,GoldLink,2017-04-02,5.0,https://www.youtube.com/watch?v=9Bm2mwJVvsg
1477,You Only Live 2wice,Freddie Gibbs,2017-04-04,6.0,https://www.youtube.com/watch?v=ZgT57CPrmFI
1478,Emperor of Sand,Mastodon,2017-04-05,4.0,https://www.youtube.com/watch?v=bbS0PRslyJs
1479,Painting Pictures,Kodak Black,2017-04-07,4.0,https://www.youtube.com/watch?v=J8CtI2Xcwqs
1481,Pure Comedy,Father John Misty,2017-04-11,9.0,https://www.youtube.com/watch?v=nO89Wos0Hv0
1482,The Far Field,Future Islands,2017-04-12,6.0,https://www.youtube.com/watch?v=4NzqALD8oCk
1483,All-Amerikkkan Bada$$,Joey Bada$$,2017-04-12,8.0,https://www.youtube.com/watch?v=u2B3Dzu5pa0
1484,Arca,Arca,2017-04-13,5.0,https://www.youtube.com/watch?v=IZxa8FaUYOw
1485,DAMN.,Kendrick Lamar,2017-04-18,7.0,https://www.youtube.com/watch?v=RIGINiBYxis
1487,50 Song Memoir,The Magnetic Fields,2017-04-20,7.0,https://www.youtube.com/watch?v=KFGo3SWOlKo
1488,"Sincerely, Future Pollution",Timber Timbre,2017-04-21,5.0,https://www.youtube.com/watch?v=et2s-u3KFbc
1489,Narkopop,Gas,2017-04-27,2.0,https://www.youtube.com/watch?v=gRsUzx4N8VI
1490,More Scared of You Than You Are of Me,The Smith Street Band,2017-04-29,6.0,https://www.youtube.com/watch?v=a1PdNaCJ_M8
1491,Humanz,Gorillaz,2017-05-01,5.0,https://www.youtube.com/watch?v=Uooqk3B0kC4
1492,Pleasure,Feist,2017-05-03,8.0,https://www.youtube.com/watch?v=AKBopAbun5g
1493,All This I Do For Glory,Colin Stetson,2017-05-04,7.0,https://www.youtube.com/watch?v=WfkRmx6EAPY
1496,Everybody,Logic,2017-05-08,5.0,https://www.youtube.com/watch?v=jESJJrA5a98
1497,This Old Dog,Mac DeMarco,2017-05-09,7.0,https://www.youtube.com/watch?v=ICvyW5xGZgs
1498,Trumpeting Ecstasy,Full of Hell,2017-05-10,6.0,https://www.youtube.com/watch?v=h2XMQrZ6Ywk
1499,Slowdive,Slowdive,2017-05-11,4.0,https://www.youtube.com/watch?v=Vnc2tB4Jlmo
1502,No Shape,Perfume Genius,2017-05-15,8.0,https://www.youtube.com/watch?v=6GDPN4Hs_44
1503,Harry Styles,Harry Styles,2017-05-16,4.0,https://www.youtube.com/watch?v=A8ObXvF_vhg
1504,After Laughter,Paramore,2017-05-17,7.0,https://www.youtube.com/watch?v=eGYRq0ywrq8
1505,Compassion,Forest Swords,2017-05-18,8.0,https://www.youtube.com/watch?v=z5BqausZu0E
1508,Rocket,(Sandy) Alex G,2017-05-24,5.0,https://www.youtube.com/watch?v=3ghLdT_YaF0
1511,Teenage Emotions,Lil Yachty,2017-05-30,2.0,https://www.youtube.com/watch?v=Gjx2OBFrUAE
1512,First Opus,Sinjin Hawke,2017-06-01,8.0,https://www.youtube.com/watch?v=diDkeBYKvK4
1514,Relaxer,alt-J,2017-06-06,5.0,https://www.youtube.com/watch?v=ka1Ko6n9FW0
1515,Is This the Life We Really Want?,Roger Waters,2017-06-07,7.0,https://www.youtube.com/watch?v=hCy3_Fosq2g
1516,Somersault,Beach Fossils,2017-06-08,5.0,https://www.youtube.com/watch?v=vQAKOLE_JR4
1519,Saturation,Brockhampton,2017-06-12,9.0,https://www.youtube.com/watch?v=iBHjkRZQbv8
1520,Witness,Katy Perry,2017-06-13,6.0,https://www.youtube.com/watch?v=yxPYzOB8rew
1521,Planetarium,"Sufjan Stevens, et al.",2017-06-14,5.0,https://www.youtube.com/watch?v=yuKEu22_lcM
1522,Ctrl,SZA,2017-06-15,7.0,https://www.youtube.com/watch?v=iNGIJ0GG77o
1523,Bravado,Kirin J Callinan,2017-06-16,8.0,https://www.youtube.com/watch?v=sFZgERqFK4g
1524,Beautiful Thugger Girls,Young Thug,2017-06-20,5.0,https://www.youtube.com/watch?v=bus8_zwTQD8
1525,Renaissance,The Underachievers,2017-06-21,6.0,https://www.youtube.com/watch?v=AoLy1rgowWg
1526,Goths,The Mountain Goats,2017-06-22,8.0,https://www.youtube.com/watch?v=AnqPrqA23lg
1527,Melodrama,Lorde,2017-06-23,7.0,https://www.youtube.com/watch?v=WxY7yOmZs4w
1528,Reflections of a Floating World,Elder,2017-06-24,8.0,https://www.youtube.com/watch?v=hDYjI2WpMe8
1531,Murder of the Universe,King Gizzard & the Lizard Wizard,2017-06-26,6.0,https://www.youtube.com/watch?v=ymZpSOlOUSs
1532,Big Fish Theory,Vince Staples,2017-06-27,6.0,https://www.youtube.com/watch?v=YAmxuIITQeA
1533,Crack-Up,Fleet Foxes,2017-06-28,8.0,https://www.youtube.com/watch?v=-J85naYNmck
1534,The Underside of Power,Algiers,2017-06-29,8.0,https://www.youtube.com/watch?v=2xKdxJYSns4
1537,GT Ultra,Guerilla Toss,2017-07-05,8.0,https://www.youtube.com/watch?v=kJmjvul_6sw
1540,4:44,Jay-Z,2017-07-07,8.0,https://www.youtube.com/watch?v=NOnVXp-n-pQ
1541,Issa Album,21 Savage,2017-07-10,3.0,https://www.youtube.com/watch?v=eqEPZaPOaIg
1542,Something to Tell You,Haim,2017-07-11,5.0,https://www.youtube.com/watch?v=qyFbsYI8nCc
1543,Hug of Thunder,Broken Social Scene,2017-07-12,7.0,https://www.youtube.com/watch?v=ZwKvfRTE6Pc
1545,Known Unknowns,Billy Woods,2017-07-14,8.0,https://www.youtube.com/watch?v=ymkvtN3aVkk
1546,Why Love Now,Pissed Jeans,2017-07-20,7.0,https://www.youtube.com/watch?v=mlDLwLq3q-s
1547,Flower Boy,"Tyler, the Creator",2017-07-24,8.0,https://www.youtube.com/watch?v=mlLqB2lxii4
1548,Lust For Life,Lana Del Rey,2017-07-25,6.0,https://www.youtube.com/watch?v=5YF9p9ywoF8
1549,"Howling, For The Nightmare Shall Consume",Integrity,2017-07-26,7.0,https://www.youtube.com/watch?v=fSfLoZ-L2gQ
1550,Quazarz DOUBLE,Shabazz Palaces,2017-07-27,3.0,https://www.youtube.com/watch?v=0fgpP3u_sUs
1551,Raskit,Dizzee Rascal,2017-07-28,6.0,https://www.youtube.com/watch?v=QqwXu96_ZNc
1552,Add Violence,Nine Inch Nails,2017-07-28,6.0,https://www.youtube.com/watch?v=mFeDwNwEK7k
1553,Everything Now,Arcade Fire,2017-07-31,4.0,https://www.youtube.com/watch?v=CSLAZM54ZcQ
1554,Good For You,Aminé,2017-08-01,5.0,https://www.youtube.com/watch?v=wpOna_7hIzM
1555,The Autobiography,Vic Mensa,2017-08-02,6.0,https://www.youtube.com/watch?v=GlSqTuuvfdg
1556,Wrong One to Fuck With,Dying Fetus,2017-08-03,8.0,https://www.youtube.com/watch?v=N65_VUOVT6o
1557,Thin Black Duke,Oxbow,2017-08-07,8.0,https://www.youtube.com/watch?v=7Aqu9Mo42XQ
1558,Satan's Graffiti or God's Art?,Black Lips,2017-08-09,7.0,https://www.youtube.com/watch?v=2HU9fnoqGtY
1559,Dead Cross,Dead Cross,2017-08-11,7.0,https://www.youtube.com/watch?v=8qqWsWdvjIw
1560,Savage Sinusoid,Igorrr,2017-08-14,7.0,https://www.youtube.com/watch?v=aEJu27tjvcI
1561,Rainbow,Kesha,2017-08-15,7.0,https://www.youtube.com/watch?v=So6aG1iLdjg
1562,Who Told You To Think??!!?!?!?!,milo,2017-08-16,7.0,https://www.youtube.com/watch?v=MyQ0O5jlyoo
1563,Peasant,Richard Dawson,2017-08-17,8.0,https://www.youtube.com/watch?v=nubYmxtTlVk
1564,Alice Glass,Alice Glass,2017-08-21,7.0,https://www.youtube.com/watch?v=nhndrX8cktI
1565,Science Fiction,Brand New,2017-08-22,7.0,https://www.youtube.com/watch?v=I_UJ-3yakDg
1566,A Fever Dream,Everything Everything,2017-08-24,6.0,https://www.youtube.com/watch?v=jbODBiZb808
1567,Sketches of Brunswick East,King Gizzard & The Lizard Wizard w/ Mild High Club,2017-08-25,5.0,https://www.youtube.com/watch?v=dge1w2xQ-8A
1568,Painted Ruins,Grizzly Bear,2017-08-26,6.0,https://www.youtube.com/watch?v=tjati_HVw5s
1569,Luv Is Rage 2,Lil Uzi Vert,2017-08-27,3.0,https://www.youtube.com/watch?v=ci62GfOm-t8
1570,17,XXXTentacion,2017-08-28,2.0,https://www.youtube.com/watch?v=cmYXxJs0uCk
1571,Saturation II,Brockhampton,2017-08-29,8.0,https://www.youtube.com/watch?v=GiStPHGw0lo
1572,Villains,Queens of the Stone Age,2017-08-30,6.0,https://www.youtube.com/watch?v=q9yUTGIXRxM
1573,Cozy Tapes Vol. 2: Too Cozy,A$AP Mob,2017-08-31,4.0,https://www.youtube.com/watch?v=qbh0s7OCZOE
1574,Orc,Oh Sees,2017-09-01,8.0,https://www.youtube.com/watch?v=LG9gDRVM6QQ
1575,A Deeper Understanding,The War On Drugs,2017-09-01,5.0,https://www.youtube.com/watch?v=e1iCnyireF8
1576,American Dream,LCD Soundsystem,2017-09-05,6.0,https://www.youtube.com/watch?v=0evHtpLFM9k
1577,Blue Chips 7000,Action Bronson,2017-09-07,6.0,https://www.youtube.com/watch?v=OlCJ_BlisoY
1578,Bicep,Bicep,2017-09-08,7.0,https://www.youtube.com/watch?v=cPIJXJZH1zk
1579,Outrage! Is Now,Death From Above,2017-09-11,8.0,https://www.youtube.com/watch?v=AuEKWOh8_HE
1580,Okovi,Zola Jesus,2017-09-12,6.0,https://www.youtube.com/watch?v=6RymqLslg7s
1581,Antisocialites,Alvvays,2017-09-13,8.0,https://www.youtube.com/watch?v=W9ysTOF7S8Q
1582,Mourn,Corbin,2017-09-14,7.0,https://www.youtube.com/watch?v=AL5dCMlhtRg
1583,Forced Witness,Alex Cameron,2017-09-15,8.0,https://www.youtube.com/watch?v=BD7fSbQ01bs
1584,Pharma,Nmesh,2017-09-16,7.0,https://www.youtube.com/watch?v=zSoh4uADfus
1585,Sleep Well Beast,The National,2017-09-18,7.0,https://www.youtube.com/watch?v=odQcHCsW2YA
1586,Dedicated to Bobby Jameson,Ariel Pink,2017-09-20,8.0,https://www.youtube.com/watch?v=Hlx4ONMtRFY
1587,Freudian,Daniel Caesar,2017-09-20,7.0,https://www.youtube.com/watch?v=n8_qk3FrFjM
1588,Brick Body Kids Still Daydream,Open Mike Eagle,2017-09-22,8.0,https://www.youtube.com/watch?v=bdiGlNbz_Qc
1589,Mareridt,Myrkur,2017-09-23,6.0,https://www.youtube.com/watch?v=NOvcBmZCRJ8
1590,Concrete and Gold,Foo Fighters,2017-09-24,6.0,https://www.youtube.com/watch?v=ZWjmQ-6OcSI
1591,Laila's Wisdom,Rapsody,2017-09-26,8.0,https://www.youtube.com/watch?v=EnGPUH911nU
1592,Luciferian Towers,Godspeed You! Black Emperor,2017-09-26,5.0,https://www.youtube.com/watch?v=-K0wHtAc1t8
1593,Gemini,Macklemore,2017-09-27,3.0,https://www.youtube.com/watch?v=mJAD92rWdZI
1594,Hiss Spun,Chelsea Wolfe,2017-09-28,7.0,https://www.youtube.com/watch?v=sviePujguak
1595,Young Martha,Young Thug & Carnage,2017-09-29,8.0,https://www.youtube.com/watch?v=-9vTnqL7W4s
1596,Thrice Woven,Wolves In the Throne Room,2017-09-30,6.0,https://www.youtube.com/watch?v=Und3xhfJUsU
1597,Wonderful Wonderful,The Killers,2017-10-01,6.0,https://www.youtube.com/watch?v=S-elCjqboo0
1598,Drive It Like It's Stolen,Injury Reserve,2017-10-03,7.0,https://www.youtube.com/watch?v=lI6-C7dwz9k
1599,Neō Wax Bloom,Iglooghost,2017-10-05,8.0,https://www.youtube.com/watch?v=datrlt_DGLs
1600,Written At Night,Uncommon Nasa,2017-10-09,8.0,https://www.youtube.com/watch?v=eir7AorIVXg
1601,Take Me Apart,Kelela,2017-10-11,8.0,https://www.youtube.com/watch?v=6GcG0qDqWhY
1602,Poppy.Computer,Poppy,2017-10-12,6.0,https://www.youtube.com/watch?v=IFyq9sXtSRc
1603,Heaven Upside Down,Marilyn Manson,2017-10-13,5.0,https://www.youtube.com/watch?v=PWsug6Lx-V8
1604,Relatives In Descent,Protomartyr,2017-10-16,8.0,https://www.youtube.com/watch?v=5iHufSOWdqg
1605,MASSEDUCTION,St. Vincent,2017-10-17,6.0,https://www.youtube.com/watch?v=kupU1_uOmHw
1606,The OOZ,King Krule,2017-10-18,4.0,https://www.youtube.com/watch?v=ft2cMWKc_u8
1607,Mr. Davis,Gucci Mane,2017-10-19,5.0,https://www.youtube.com/watch?v=sxssAArYRGA
1608,Colors,Beck,2017-10-19,4.0,https://www.youtube.com/watch?v=pI4uPs5dLRs
1609,Caustic,Primitive Man,2017-10-21,8.0,https://www.youtube.com/watch?v=1bkP7n6RhSk
1610,Humaniac,Lou the Human,2017-10-23,7.0,https://www.youtube.com/watch?v=UFvtS9JDllU
1611,As You Were,Liam Gallagher,2017-10-26,6.0,https://www.youtube.com/watch?v=tfRfhunuCbI
1612,Always Foreign,The World Is a Beautiful Place,2017-10-30,6.0,https://www.youtube.com/watch?v=zglUexTARC0
1613,Plunge,Fever Ray,2017-10-31,5.0,https://www.youtube.com/watch?v=h9r1kIjo2aA
1614,4eva Is a Mighty Long Time,Big K.R.I.T.,2017-11-01,9.0,https://www.youtube.com/watch?v=ivXWRxoLpfE
1615,Pacific Daydream,Weezer,2017-11-02,4.0,https://www.youtube.com/watch?v=_bk9VFReGyw
1616,Without Warning,"21 Savage, Offset & Metro Boomin",2017-11-03,7.0,https://www.youtube.com/watch?v=sxISrm03SHk
1618,Turn Out the Lights,Julien Baker,2017-11-06,7.0,https://www.youtube.com/watch?v=FPeMy9v0_oI
1619,RINA,Rina Sawayama,2017-11-07,9.0,https://www.youtube.com/watch?v=FMfw5VuQgNI
1620,The Dusk In Us,Converge,2017-11-09,8.0,https://www.youtube.com/watch?v=WLDhNDAOw8k
1621,The Thrill of It All,Sam Smith,2017-11-10,4.0,https://www.youtube.com/watch?v=htvR_dBs3eg
1622,Vicious,Skepta,2017-11-11,5.0,https://www.youtube.com/watch?v=ZjByhSZLZEs
1623,I Tell A Fly,Benjamin Clementine,2017-11-13,5.0,https://www.youtube.com/watch?v=JLu1xs35rXM
1624,Reputation,Taylor Swift,2017-11-14,4.0,https://www.youtube.com/watch?v=qDAxDcjgn-8
1625,Stranger,Yung Lean,2017-11-15,6.0,https://www.youtube.com/watch?v=JvQDSJk2QNE
1626,ken,Destroyer,2017-11-16,5.0,https://www.youtube.com/watch?v=vhlH7LmWlgE
1627,TFCF,Liars,2017-11-17,5.0,https://www.youtube.com/watch?v=tdcpjrCZMAc
1628,Rome,Armand Hammer,2017-11-20,6.0,https://www.youtube.com/watch?v=Ghbw0DOaNHY
1629,SYRE,Jaden Smith,2017-11-21,4.0,https://www.youtube.com/watch?v=YABApZSuUIA
1630,Polygondwanaland,King Gizzard & the Lizard Wizard,2017-11-22,7.0,https://www.youtube.com/watch?v=JX54Kz7DaZQ
1631,Soul of a Woman,Sharon Jones & The Dap-Kings,2017-11-24,8.0,https://www.youtube.com/watch?v=VaiMDDi8NJc
1632,Utopia,Björk,2017-11-27,7.0,https://www.youtube.com/watch?v=ikquXWiyaj8
1633,No Shame,Hopsin,2017-11-29,4.0,https://www.youtube.com/watch?v=OKYedko0w8Y
1634,Los ángeles,Rosalía,2017-12-01,8.0,https://www.youtube.com/watch?v=4EXtbijQOgY
